"concept_id","year","sex","age_group","patient_count","record_count","denominator","prevalence"
1304850,2019,"F","40-49",8,33,10566,0.000757145561234147
1304850,2019,"F","50-59",13,64,10842,0.00119904076738609
1304850,2019,"F","60-69",22,140,10320,0.00213178294573643
1304850,2019,"F","70-79",19,87,7616,0.00249474789915966
1304850,2019,"F","80+",11,42,5780,0.00190311418685121
1304850,2019,"M","0-9",8,59,10333,0.000774218523178167
1304850,2019,"M","40-49",7,53,11180,0.000626118067978533
1304850,2019,"M","50-59",9,61,9722,0.000925735445381609
1304850,2019,"M","60-69",19,94,8401,0.002261635519581
1304850,2019,"M","70-79",16,69,5094,0.00314095013741657
1304850,2020,"F","40-49",8,43,10470,0.000764087870105062
1304850,2020,"F","50-59",13,54,10807,0.00120292403072083
1304850,2020,"F","60-69",23,105,10485,0.00219360991893181
1304850,2020,"F","70-79",34,218,7703,0.00441386472802804
1304850,2020,"F","80+",9,55,6049,0.0014878492312779
1304850,2020,"M","40-49",5,48,11343,0.000440800493696553
1304850,2020,"M","50-59",7,31,9758,0.000717360114777618
1304850,2020,"M","60-69",19,50,8494,0.00223687308688486
1304850,2020,"M","70-79",18,92,5198,0.00346287033474413
1304850,2020,"M","80+",5,13,2563,0.00195083886071011
1304850,2021,"F","30-39",6,24,12386,0.000484417891167447
1304850,2021,"F","40-49",12,45,10469,0.00114624128379024
1304850,2021,"F","50-59",16,55,10644,0.00150319428786171
1304850,2021,"F","60-69",23,135,10612,0.00216735770825481
1304850,2021,"F","70-79",25,158,7779,0.0032137806916056
1304850,2021,"F","80+",8,43,6328,0.00126422250316056
1304850,2021,"M","40-49",7,33,11380,0.000615114235500879
1304850,2021,"M","50-59",8,44,9789,0.000817243845132291
1304850,2021,"M","60-69",22,68,8580,0.00256410256410256
1304850,2021,"M","70-79",26,93,5304,0.00490196078431373
1304850,2021,"M","80+",7,30,2731,0.00256316367630904
1304850,2022,"F","30-39",7,26,12414,0.000563879490897374
1304850,2022,"F","40-49",8,24,10467,0.000764306869207987
1304850,2022,"F","50-59",11,51,10611,0.00103666006973895
1304850,2022,"F","60-69",27,98,10732,0.0025158404770779
1304850,2022,"F","70-79",24,119,7823,0.00306787677361626
1304850,2022,"F","80+",9,17,6438,0.00139794967381174
1304850,2022,"M","40-49",5,29,11441,0.000437024735600035
1304850,2022,"M","50-59",11,41,9837,0.00111822710175867
1304850,2022,"M","60-69",25,118,8637,0.00289452356142179
1304850,2022,"M","70-79",31,147,5416,0.00572378138847858
1304850,2023,"F","40-49",7,24,10642,0.000657771095658711
1304850,2023,"F","50-59",15,55,10591,0.00141629685582098
1304850,2023,"F","60-69",38,171,10727,0.00354246294397315
1304850,2023,"F","70-79",35,114,8057,0.00434404865334492
1304850,2023,"F","80+",6,19,6451,0.000930088358394047
1304850,2023,"M","40-49",5,44,11655,0.000429000429000429
1304850,2023,"M","50-59",11,52,9887,0.00111257206432689
1304850,2023,"M","60-69",25,88,8696,0.00287488500459982
1304850,2023,"M","70-79",20,97,5536,0.00361271676300578
1304850,2023,"M","80+",6,10,2777,0.00216060496939143
1304850,2024,"F","30-39",9,33,11928,0.000754527162977867
1304850,2024,"F","50-59",15,46,10539,0.00142328494164532
1304850,2024,"F","60-69",41,255,10709,0.0038285554206742
1304850,2024,"F","70-79",48,221,8330,0.00576230492196879
1304850,2024,"F","80+",13,31,6519,0.00199417088510508
1304850,2024,"M","40-49",5,27,11853,0.000421834134818189
1304850,2024,"M","50-59",18,75,9896,0.00181891673403395
1304850,2024,"M","60-69",32,120,8679,0.00368706072128125
1304850,2024,"M","70-79",23,68,5731,0.00401326121095795
1307046,2012,"F","50-59",6,6,11252,0.00053323853537149
1307046,2012,"F","70-79",5,5,7236,0.000690989496959646
1307046,2013,"F","60-69",6,6,9031,0.000664378252685195
1307046,2013,"F","70-79",5,5,7331,0.00068203519301596
1309204,2021,"F","70-79",10,10,7779,0.00128551227664224
1309204,2021,"F","80+",6,6,6328,0.000948166877370417
1309204,2021,"M","50-59",7,7,9789,0.000715088364490755
1309204,2021,"M","60-69",7,7,8580,0.000815850815850816
1309204,2021,"M","70-79",11,11,5304,0.00207390648567119
1309204,2022,"F","70-79",13,13,7823,0.00166176658570881
1309204,2022,"F","80+",7,7,6438,0.00108729419074247
1309204,2022,"M","50-59",7,7,9837,0.000711599064755515
1309204,2022,"M","60-69",22,22,8637,0.00254718073405118
1309204,2022,"M","70-79",9,9,5416,0.00166174298375185
1309204,2022,"M","80+",6,6,2781,0.00215749730312837
1309204,2023,"F","60-69",9,9,10727,0.000839004381467325
1309204,2023,"F","70-79",11,11,8057,0.0013652724339084
1309204,2023,"F","80+",7,7,6451,0.00108510308479306
